learning_rate,weight_decay,lstm_hidden_size,dropout,num_layers,trial,best_val_loss,best_epoch
0.0003,0.0001,256,0.4,2,4,0.5563398233767766,12
0.001,0.0001,256,0.2,1,3,0.5576769814117631,11
0.0003,1e-05,128,0.2,1,2,0.5638061692910408,9
0.0003,0.0,512,0.4,1,6,0.5639258144951579,12
0.0001,0.0,128,0.0,1,1,0.5653220653089125,12
0.0001,0.0001,512,0.2,2,5,0.5831798929999124,9
