learning_rate,weight_decay,lstm_hidden_size,dropout,num_layers,trial,best_val_loss,best_epoch
0.001,0.0001,256,0.2,1,3,0.4150674981412603,12
0.0003,0.0,512,0.4,1,6,0.4207180308094665,11
0.0003,0.0001,256,0.4,2,4,0.4246094842900091,12
0.0003,1e-05,128,0.2,1,2,0.4291145077614642,11
0.0001,0.0,128,0.0,1,1,0.4443058919773173,10
0.0001,0.0001,512,0.2,2,5,0.44787926393658367,10
