learning_rate,weight_decay,lstm_hidden_size,dropout,num_layers,trial,best_val_loss,best_epoch
0.001,0.0001,256,0.2,1,3,0.32291598790990456,12
0.0003,0.0,512,0.4,1,6,0.3273043439590505,8
0.0003,0.0001,256,0.4,2,4,0.32812839141115546,8
0.0003,1e-05,128,0.2,1,2,0.33155274643961874,9
0.0001,0.0001,512,0.2,2,5,0.339716185283448,12
0.0001,0.0,128,0.0,1,1,0.34098309012395994,11
