learning_rate,weight_decay,lstm_hidden_size,dropout,num_layers,trial,best_val_loss,best_epoch
0.0003,0.0,512,0.4,1,6,0.2483618166636337,11
0.0003,1e-05,128,0.2,1,2,0.24856772551482373,11
0.0003,0.0001,256,0.4,2,4,0.25240751972252673,12
0.001,0.0001,256,0.2,1,3,0.2554822069338777,11
0.0001,0.0001,512,0.2,2,5,0.2626807407222011,9
0.0001,0.0,128,0.0,1,1,0.26901119005951013,9
