Train Loss,Validate Loss,Test Loss
0.18703359365463257,0.20321993924903148,0.2030178053996637
0.1685960590839386,0.19537412843695193,0.19110003748512755
0.16858124732971191,0.1913434580871553,0.1830870973641218
0.14046023786067963,0.20394848484658834,0.18846108945547987
0.13312511146068573,0.19615022736516866,0.1783769981677869
0.13633380830287933,0.20121522863028626,0.18112881683362847
0.12418714910745621,0.19022866236892613,0.16607087913121663
0.12575332820415497,0.19139441362384593,0.1648610479434075
0.12210910767316818,0.19627324090988346,0.1641973775935385
0.11704526841640472,0.1950853538671226,0.1624349013756995
0.1250455230474472,0.18938111276789146,0.1534477329947516
0.12466384470462799,0.1888610002669421,0.15161098495327985
0.11962072551250458,0.19077646292068742,0.15082944420968047
0.11496035009622574,0.19021313513318697,0.14916359994735637
0.11572018265724182,0.19184048840719642,0.14869100392677903
0.12128784507513046,0.19008026531699931,0.14406954868257313
0.11831298470497131,0.19069807852307954,0.14355950401928588
0.11637619882822037,0.19183869959052766,0.1428980815027832
0.12476348131895065,0.1906573281369426,0.14138161387691126
0.12258923053741455,0.1905521662962256,0.14054540404560406
0.11983885616064072,0.1906208417406588,0.13996367407928859
0.11794696003198624,0.18907947386756088,0.1381116041649113
0.11701205372810364,0.18918497329860023,0.13775253184752065
0.1160336583852768,0.1892855428159237,0.1374200540260107
0.11341293156147003,0.18754528733817014,0.13585651412678154
0.11311392486095428,0.1874731709672646,0.13563560030105543
0.11269529908895493,0.1873511824982636,0.13543009937104317
0.11226615309715271,0.18737657080319794,0.13528438927805114
0.11187826097011566,0.18732406565863075,0.13512078165724611
0.11149140447378159,0.18735650712341972,0.13497849863089495
0.11100223660469055,0.1873699523734324,0.13483758340785507
0.11057700216770172,0.1874380245466124,0.13470576884045582
0.10963574796915054,0.18669548280762904,0.13416031749338048
0.10943345725536346,0.1866698642120217,0.13406869106258862
0.10927315801382065,0.1866616808781118,0.1339880586005477
0.10901912301778793,0.18668652495199983,0.13391694375591506
0.10891034454107285,0.1866788969685634,0.13384502529827394
0.10857575386762619,0.18652396903119303,0.13366690745957435
0.10843764990568161,0.18651268823128758,0.13362300043248512
0.1083085760474205,0.1865200512675625,0.1335848270536654
0.10823359340429306,0.18653706760343278,0.13355136944770682
0.1080641821026802,0.1865441876491814,0.1334829339912426
0.10802175104618073,0.18655185576415423,0.1334642232972445
0.10797571390867233,0.18654441748830405,0.1334435972023758
0.10791748762130737,0.18657310273159633,0.1334349515642088
0.10788772255182266,0.18657506833022292,0.13342518430606914
0.1078653559088707,0.1865766036013762,0.13341568804304016
0.10784252732992172,0.18658126343154546,0.13341110624445585
0.10782802850008011,0.18658338786300385,0.13340664635514213
0.107814721763134,0.18658605494508237,0.1334021970873915
