Train Loss,Validate Loss,Test Loss
0.7409610152244568,0.6059772159838885,0.5555881446305506
0.7144538164138794,0.5858291356840677,0.5291574401502124
0.3832411766052246,0.7813179008662701,0.7558572713932591
0.22562162578105927,0.5708777298660654,0.5186028951942129
0.5562683343887329,0.49504291109348597,0.45039035901106605
0.490057110786438,0.4805070325862943,0.43902233772364607
0.4238162040710449,0.4761018938335933,0.42794400638089275
0.19844967126846313,0.46731348433776904,0.41652043245755094
0.45005887746810913,0.43747228949347083,0.389227588648293
0.24947020411491394,0.44551464062380164,0.3928536994603719
0.19751092791557312,0.43548208533933286,0.38842621869072985
0.28862109780311584,0.42273397057464246,0.3710124009385744
0.1878015249967575,0.43748525641205016,0.38582154996916207
0.3934997618198395,0.4424636930292636,0.38117621960759746
0.10048199445009232,0.4261680567604408,0.3634668273151041
0.6118162870407104,0.4110920453738225,0.3388838821556419
0.1037060022354126,0.41080919032295543,0.3389668505663933
0.49869784712791443,0.40845361691817905,0.3325093745143839
0.4825022220611572,0.41076932942266003,0.3303012151880543
0.14040318131446838,0.4263187558962065,0.33886187085503655
0.15192103385925293,0.4153340222608102,0.327832992092433
0.31636321544647217,0.40995922661794904,0.3135217664767514
0.2021162509918213,0.4096371975907108,0.3089972313717956
0.2205217182636261,0.40785829467993034,0.30693139027900684
0.22298920154571533,0.4095087019693956,0.3043026833498396
0.08319851011037827,0.4192831057140179,0.3046923977364528
0.2786794900894165,0.41763519734274923,0.3032020395234768
0.4937213659286499,0.42464809933383213,0.29798622523093493
0.16072595119476318,0.4169990524584264,0.29175406956738825
0.139348104596138,0.4236175578022212,0.2915532976137279
0.1862189620733261,0.4186280843916169,0.2877817746250689
0.2803836464881897,0.42485872420825455,0.2878388798897635
0.18198733031749725,0.4236688352794501,0.28650137474354354
1.0723457336425781,0.42188836444626776,0.28528820419578443
0.16445451974868774,0.42602128548580304,0.2855216834687089
0.1733754575252533,0.42451891639645684,0.28489171018812914
0.17457641661167145,0.4266060874388929,0.28407060831858744
0.44921112060546875,0.4273520430321233,0.2840563278059671
0.14372040331363678,0.4270117625659495,0.2835925756231507
0.3532753884792328,0.4270559595080844,0.2834127107525674
0.059983111917972565,0.4281324815789336,0.283392557329039
0.09065135568380356,0.42777497586058943,0.2832159906416989
0.1321718990802765,0.42753908891034753,0.28309894317071066
0.07890879362821579,0.4278148708113453,0.2830375160419045
0.15066491067409515,0.42782855412939136,0.28297097909440805
0.15536974370479584,0.42805364499228044,0.2829639924738423
0.4744287133216858,0.4281659507960604,0.2829433012449551
0.447471022605896,0.4281922953301354,0.28290904679855516
0.5958298444747925,0.4282602250510663,0.2828994690832974
0.2471218705177307,0.42833714647904825,0.2828860196233887
